Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
A 5 Units Of Four (4) Bedroom Terrace House With A Room Boys Quarter,Banana Island,70000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3266180-a-5-units-of-four-4-bedroom-terrace-house-with-a-room-boys-quarter
Luxury Five Bedroom Terrace Duplex With A Room Bq,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3269232-luxury-five-bedroom-terrace-duplex-with-a-room-bq
Premium 4 Bedroom Terrace House +bq,Banana Island,70000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3273191-premium-4-bedroom-terrace-house-bq
Luxury 5 Bedroom Terrace House + Bq+pool,Banana Island,79999900,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3257616-luxury-5-bedroom-terrace-house-bqpool
Contemporary 4 Bedroom Maisonette With An Ample Parking Space,Banana Island,80000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3276742-contemporary-4-bedroom-maisonette-with-an-ample-parking-space
Lovely 3 Bedroom Flat With Bq Ground-floor,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3234170-lovely-3-bedroom-flat-with-bq-ground-floor
Waterfront 3 Bedroom Flat,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3261354-waterfront-3-bedroom-flat
Luxury 3 Bedroom Apartment,Banana Island,65000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3262126-luxury-3-bedroom-apartment
Unfurnished 1-bedroom Apartment With Swimming Pool & Gym,Banana Island,17000000,1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3263174-unfurnished-1-bedroom-apartment-with-swimming-pool-gym
3 Bedroom Apartment  Fully Serviced,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3241362-3-bedroom-apartment-fully-serviced
Luxury 3bedroom Apartment,Banana Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3265398-luxury-3bedroom-apartment
Luxury Studio Apartment + Pool+gym,Banana Island,14999999,1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3247756-luxury-studio-apartment-poolgym
Luxury 3 Bedroom Apartment +bq+gym+pool+tennis Etc,Banana Island,55000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3246593-luxury-3-bedroom-apartment-bqgympooltennis-etc
3 Bedroom Apartment + Bq + Pool + Gym + Tennis Etc,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3246447-3-bedroom-apartment-bq-pool-gym-tennis-etc
Furnished 2 Bedroom Apartment,Banana Island,28000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3246202-furnished-2-bedroom-apartment
A Well-finished 5-bedroom Terrace Apartment With Bq,Banana Island,80000000,5,5,6,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3259308-a-well-finished-5-bedroom-terrace-apartment-with-bq
New & Luxury 3 Units 5 Bedroom Houses + Private Pool + Elevator,Banana Island,171200000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3227291-new-luxury-3-units-5-bedroom-houses-private-pool-elevator
Well Finished 5 Units Of Serviced 4 Bedroom Terrace With A Room Bq,Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3258030-well-finished-5-units-of-serviced-4-bedroom-terrace-with-a-room-bq
"4 Bedroom Terrace Duplex With Bq,acs,ample Parking Lot",Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3259300-4-bedroom-terrace-duplex-with-bqacsample-parking-lot
Luxury Five Bedroom Terrace Duplex With A Bq,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3262812-luxury-five-bedroom-terrace-duplex-with-a-bq
Furnished 3-bedroom Terrace With Bq & Swimming Pool,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3263177-furnished-3-bedroom-terrace-with-bq-swimming-pool
4 Bedroom House + Bq+ Swimming Pool+ Gym  + Green Area,Banana Island,49999900,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3217255-4-bedroom-house-bq-swimming-pool-gym-green-area
Luxury 3 Bedroom Terrace House + Bq+pool,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3205157-luxury-3-bedroom-terrace-house-bqpool
"Fully Furnished And Serviced 3 Bedroom Apartment With Gym, Pool",Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3246304-fully-furnished-and-serviced-3-bedroom-apartment-with-gym-pool
3 Bedroom Apartment With Bq,Banana Island,65000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3257352-3-bedroom-apartment-with-bq
A Well Finished 5 Bedroom Terrace Apartment,Banana Island,80000000,5,5,5,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3257409-a-well-finished-5-bedroom-terrace-apartment
Tastefully 4 Bedroom Terrace Apartment,Banana Island,75000000,4,4,4,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3257417-tastefully-4-bedroom-terrace-apartment
5 Bedroom Terrace Apartment,Banana Island,80000000,5,5,6,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3257155-5-bedroom-terrace-apartment
Beautiful 5 Bedroom Detached Duplex,Banana Island,200000000,5,6,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3246866-beautiful-5-bedroom-detached-duplex
Luxury 5 Units Of 4 Bedroom Terrace Duplex With A Bq,Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3253154-luxury-5-units-of-4-bedroom-terrace-duplex-with-a-bq
5units Of 4-bedroom Terraced Duplex With A Room Service Quarter,Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255035-5units-of-4-bedroom-terraced-duplex-with-a-room-service-quarter
Tastefully Finished 4-bedroom Terraced Duplex,Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255084-tastefully-finished-4-bedroom-terraced-duplex
Standard 4 Bedroom Terrace Duplex Available,Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255346-standard-4-bedroom-terrace-duplex-available
"Luxury 5 Bedrooms Terraced Duplex With Bq And Swimming Pool, Gym",Banana Island,80000008,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255366-luxury-5-bedrooms-terraced-duplex-with-bq-and-swimming-pool-gym
Luxury 5 Bedrooms Terraced Duplex With Bq,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255384-luxury-5-bedrooms-terraced-duplex-with-bq
5 Bedroom Terrace Apartment,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255803-5-bedroom-terrace-apartment
5 Nos Of 4 Bedrooms Terraced House,Banana Island,75000000,4,5,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3256175-5-nos-of-4-bedrooms-terraced-house
5 Bedroom Terrace Duplex,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3256988-5-bedroom-terrace-duplex
5-bedroom Terrace Duplex,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3257367-5-bedroom-terrace-duplex
5 Bedroom Terrace Apartment,Banana Island,80000000,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3257402-5-bedroom-terrace-apartment
Contemporary 3-bedroom Terraced House,Banana Island,65000000,3,4,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3257865-contemporary-3-bedroom-terraced-house
"Luxury Furnished 3bedroom With Bq, Swimming Pool & 24/7 Light",Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3211441-luxury-furnished-3bedroom-with-bq-swimming-pool-247-light
Water Front Fully Furnished 3 Bedroom Apartment With Pool And Gym,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3211588-water-front-fully-furnished-3-bedroom-apartment-with-pool-and-gym
Luxury 4 Bedroom Apartment,Banana Island,40000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3214853-luxury-4-bedroom-apartment
Fully Furnished 3 Bedroom Apartment,Banana Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3220577-fully-furnished-3-bedroom-apartment
Luxury 4 Bedrooms Apartments With Bq Swimming Pool And Gym,Banana Island,55000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3230952-luxury-4-bedrooms-apartments-with-bq-swimming-pool-and-gym
Luxury 4 Bedroom Apartment+ Bq,Banana Island,60555555,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3234678-luxury-4-bedroom-apartment-bq
Waterfront 3 Bedroom Flat With Bq On 5th Floor,Banana Island,55000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3235637-waterfront-3-bedroom-flat-with-bq-on-5th-floor
High Floor 4 Bedroom Apartment+bq+pool+gym+tennis,Banana Island,60000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3214331-high-floor-4-bedroom-apartmentbqpoolgymtennis
Fully Furnished 3 Bedroom Serviced Apartment With Bq (4th Floor),Banana Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3240342-fully-furnished-3-bedroom-serviced-apartment-with-bq-4th-floor
Luxury 2 Bedroom Apartment,Banana Island,25000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3244627-luxury-2-bedroom-apartment
"Lovely 5 Bedroom Fully Detached House With Cinema, 2 Bqs",Banana Island,90000000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3168414-lovely-5-bedroom-fully-detached-house-with-cinema-2-bqs
Fully Automated Detached Duplex,Banana Island,230000000,5,6,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3231198-fully-automated-detached-duplex
3 Bedroom Fully Furnished Apartment With Bq,Banana Island,55000000,3,3,4,3 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3241342-3-bedroom-fully-furnished-apartment-with-bq
Newly Built 4 Bedroom Fully Detached,Banana Island,80000000,4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3242371-newly-built-4-bedroom-fully-detached
3-bedroom Terrace Duplex With A Bq,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3220171-3-bedroom-terrace-duplex-with-a-bq
Luxury 3 Bedroom Terrace Duplex,Banana Island,65000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3220287-luxury-3-bedroom-terrace-duplex
Luxury Quiet 4 Bedroom Terrace House + Bq+pool,Banana Island,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3197198-luxury-quiet-4-bedroom-terrace-house-bqpool
Newly Refurbished 2 Bedroom Terrace + Bq,Banana Island,35000000,2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3234019-newly-refurbished-2-bedroom-terrace-bq
Fully Furnished 2 Bedroom Maisonette,Victoria Island,25000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3224505-fully-furnished-2-bedroom-maisonette
Exquisite 3 Bedroom Apartment,Victoria Island,23000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3225567-exquisite-3-bedroom-apartment
Luxury 3 Bedroom Apartment,Victoria Island,15000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3227239-luxury-3-bedroom-apartment
3 Bedroom Massive Premium Apartment,Victoria Island,23000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3233733-3-bedroom-massive-premium-apartment
3 Bedroom Furnished Apartment With A Room Boys Quarter,Victoria Island,30000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3235163-3-bedroom-furnished-apartment-with-a-room-boys-quarter
Luxury 3 Bedroom Apartment,Victoria Island,23000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3235335-luxury-3-bedroom-apartment
Luxury 3 Bedroom Apartment,Victoria Island,20000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3235462-luxury-3-bedroom-apartment
Luxury 3 Bedroom Apartment,Victoria Island,18000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3238274-luxury-3-bedroom-apartment
Lovely 3 Bedroom Apartment,Victoria Island,24000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3240171-lovely-3-bedroom-apartment
"3 Bedroom Apartment With Bq, Ac & Elevator",Victoria Island,20000000,3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3211925-3-bedroom-apartment-with-bq-ac-elevator
Self Serviced 4 Bedroom Terrace With Bq,Victoria Island,25000000,4,4,4,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3204861-self-serviced-4-bedroom-terrace-with-bq
3 Bedroom Apartment,Victoria Island,18000000,3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3244612-3-bedroom-apartment
Fully Serviced And Furnished 3 Bedrooms Apartment,Victoria Island,27000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3245785-fully-serviced-and-furnished-3-bedrooms-apartment
Brand New 4 Bedroom Terrace With Bq And Ac,Victoria Island,40000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3222217-brand-new-4-bedroom-terrace-with-bq-and-ac
Luxury  4-bedroom Terrace Duplex With Bq,Victoria Island,25000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3226406-luxury-4-bedroom-terrace-duplex-with-bq
